img_file;Image size (pixels);Aspect ratio;RMS contrast;Luminance entropy;Complexity;Edge density;Color entropy;mean R channel;mean G channel;mean B channel (RGB);mean L channel;mean a channel;mean b channel (Lab);mean H channel;mean S channel;mean V channel;std R channel;std G channel;std B channel;std L channel;std a channel;std b channel (Lab);std H channel;std S channel;std V channel;Mirror symmetry;DCM distance;DCM x position;DCM y position;Balance;CNN symmetry left-right;CNN symmetry up-down;CNN symmetry left-right & up-down;Slope Redies;Slope Spehar;Slope Mather;Fourier sigma;2D Fractal dimension;3D Fractal dimension;Self-similarity (PHOG);Self-similarity (CNN);Anisotropy;Homogeneity;1st-order EOE;2nd-order EOE;Sparseness;Variability;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\august-macke\1911_9223372032559848062.png;893;1.272;1.715;0.6339;0.07141;1.849;0.0;2.557;2.557;2.557;0.7481;-4.75e-05;9,00E-02;0.0;0.0;0.01003;5.863;5.863;5.863;1.715;0.0001089;0.0002064;0.0;0.0;0.02299;69.841;59.831;0.208;0.215;60.857;0.633;0.6721;0.6184;-2.962;-1.385;-1.455;0.002962;0.8783;1.969;0.06421;0.3711;0.002894;71.382;4.476;3.661;0.0007043;6,43E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\august-macke\1912_249207.png;921;0.842;1.484;0.5762;0.08114;2.371;0.0;2.054;2.054;2.054;0.591;-3,75E-02;7,11E-02;0.0;0.0;0.008057;5.157;5.157;5.157;1.484;9,42E-02;0.0001785;0.0;0.0;0.02022;76.33;31.302;-0.1437;-0.062;39.36;0.6427;0.6967;0.6538;-3.087;-1.368;-1.469;0.002432;0.8574;2.147;0.2317;0.382;0.002579;72.014;4.373;3.996;0.0006835;6,04E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\august-macke\1912_249268.png;872;0.744;1.423;0.7778;0.106;2.9;0.0;2.162;2.162;2.162;0.6117;-3,88E-02;7,36E-02;0.0;0.0;0.008477;5.022;5.022;5.022;1.423;9,03E-02;0.0001712;0.0;0.0;0.01969;71.269;41.702;0.03226;0.206;44.746;0.6664;0.6296;0.6269;-3.099;-1.333;-1.447;0.002993;0.9387;2.273;0.1818;0.383;0.002217;74.994;4.468;4.195;0.0006516;6,65E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\august-macke\1912_249283.png;931;1.16;2.024;1.166;0.1505;4.575;0.0;5.379;5.379;5.379;1.544;-9,80E-02;0.0001858;0.0;0.0;0.02109;7.034;7.034;7.034;2.024;0.0001285;0.0002435;0.0;0.0;0.02758;46.731;17.108;-0.082;0.02436;23.454;0.5624;0.5515;0.5764;-3.097;-1.358;-1.439;0.001794;0.8399;2.171;0.4475;0.7046;0.002055;93.256;4.388;4.166;0.0005858;1,23E-02;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\august-macke\1913_249294.png;855;0.71;2.147;0.8825;0.1626;4.072;0.0;4.815;4.815;4.815;1.409;-8,94E-02;0.0001695;0.0;0.0;0.01888;7.339;7.339;7.339;2.147;0.0001363;0.0002584;0.0;0.0;0.02878;56.583;14.042;0.02394;0.066;38.143;0.6498;0.5529;0.5221;-3.019;-1.329;-1.405;0.002155;1.022;2.288;0.332;0.5007;0.001947;83.97;4.519;4.304;0.0006342;8,47E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\august-macke\unknown-year_249180.png;907;1.229;0.2745;0.551;0.0224;0.6977;0.0;0.383;0.383;0.383;0.105;-6,67E-03;1,26E-02;0.0;0.0;0.001502;1.001;1.001;1.001;0.2745;1,74E-02;3,30E-02;0.0;0.0;0.003926;75.659;28.256;0.0;0.1413;44.056;0.9045;0.9085;0.8984;-3.152;-1.255;-1.45;0.003198;0.8933;2.2;0.3672;0.6713;0.002114;80.863;3.817;3.937;0.0007087;8,53E-04;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\august-macke\unknown-year_249305.png;887;0.774;1.854;1.206;0.09457;2.711;0.0;4.408;4.408;4.408;1.252;-7,95E-02;0.0001507;0.0;0.0;0.01729;6.508;6.508;6.508;1.854;0.0001177;0.0002231;0.0;0.0;0.02552;46.299;38.65;-0.02196;-0.192;38.998;0.6226;0.589;0.6029;-3.066;-1.375;-1.462;0.002236;0.8604;2.094;0.1937;0.404;0.002397;85.119;4.353;3.918;0.0006618;8,29E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\balthus\244692.png;883;1.299;1.555;0.7231;0.1179;3.276;0.0;2.39;2.39;2.39;0.6858;-4,35E-02;8,25E-02;0.0;0.0;0.009371;5.411;5.411;5.411;1.555;9,87E-02;0.0001871;0.0;0.0;0.02122;70.406;28.768;0.06112;-0.1302;24.832;0.5863;0.6133;0.5706;-3.112;-1.362;-1.434;0.001452;0.9574;2.325;0.3818;0.7041;0.002191;87.781;4.431;4.22;0.0006421;7,48E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\balthus\244697.png;939;0.878;1.775;1.123;0.08865;2.693;0.0;3.838;3.838;3.838;1.095;-6,95E-02;0.0001318;0.0;0.0;0.01505;6.189;6.189;6.189;1.775;0.0001127;0.0002136;0.0;0.0;0.02427;53.014;22.565;-0.1128;0.004;32.419;0.6561;0.6345;0.611;-3.081;-1.359;-1.481;0.001718;0.8258;2.167;0.3447;0.6049;0.002124;88.773;4.509;4.004;0.0006517;8,94E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\balthus\244700.png;917;1.199;1.941;1.086;0.09728;2.71;0.0;4.603;4.603;4.603;1.32;-8,38E-02;0.0001588;0.0;0.0;0.01805;6.754;6.754;6.754;1.941;0.0001232;0.0002336;0.0;0.0;0.02648;48.792;9.187;-0.044;0.01319;26.393;0.6016;0.6504;0.6382;-3.017;-1.342;-1.425;0.002779;0.8303;2.144;0.375;0.6722;0.002217;89.689;4.421;3.892;0.0006496;8,96E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\balthus\244785.png;972;0.9479;1.839;0.8571;0.08405;2.642;0.0;3.641;3.641;3.641;1.047;-6,65E-02;0.000126;0.0;0.0;0.01428;6.396;6.396;6.396;1.839;0.0001168;0.0002214;0.0;0.0;0.02508;59.614;42.744;0.2125;0.02305;40.161;0.6501;0.6896;0.6196;-3.111;-1.367;-1.473;0.002223;0.9207;2.108;0.2507;0.3784;0.002336;82.716;4.439;3.915;0.0006629;8,35E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\balthus\244786.png;920;0.84;1.503;0.6404;0.1174;3.439;0.0;2.157;2.157;2.157;0.6197;-3,93E-02;7,46E-02;0.0;0.0;0.008457;5.228;5.228;5.228;1.503;9,54E-02;0.0001809;0.0;0.0;0.0205;72.792;30.761;0.15;0.034;46.5;0.6183;0.6749;0.6138;-3.134;-1.37;-1.484;0.002805;0.915;2.122;0.2404;0.375;0.002119;78.306;4.37;4.174;0.0006426;7,84E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\balthus\244789.png;897;0.7976;1.683;0.9667;0.1197;3.204;0.0;2.739;2.739;2.739;0.7916;-5,03E-02;9,53E-02;0.0;0.0;0.01074;5.815;5.815;5.815;1.683;0.0001069;0.0002026;0.0;0.0;0.0228;65.771;41.452;0.02764;-0.2054;39.674;0.5994;0.6302;0.5705;-3.009;-1.369;-1.454;0.001461;0.9935;2.195;0.3201;0.5661;0.001914;75.27;4.426;4.267;0.0006492;6,22E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\balthus\244795.png;806;0.612;1.784;1.062;0.1495;3.774;0.0;3.734;3.734;3.734;1.068;-6,78E-02;0.0001285;0.0;0.0;0.01464;6.218;6.218;6.218;1.784;0.0001133;0.0002147;0.0;0.0;0.02438;54.251;16.458;0.06536;-0.05;35.531;0.5778;0.5888;0.5579;-3.061;-1.335;-1.467;0.002159;0.918;2.071;0.3952;0.6806;0.002118;90.227;4.127;4.006;0.0006195;9,04E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\balthus\244812.png;939;0.878;1.771;1.169;0.122;3.724;0.0;3.761;3.761;3.761;1.074;-6,82E-02;0.0001292;0.0;0.0;0.01475;6.177;6.177;6.177;1.771;0.0001124;0.0002131;0.0;0.0;0.02423;51.487;21.82;-0.1082;-0.014;35.501;0.5654;0.6035;0.5382;-3.102;-1.359;-1.463;0.001406;0.9173;2.306;0.4001;0.6864;0.001965;88.232;4.458;4.194;0.0006081;9,54E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\balthus\244813.png;862;1.375;1.826;0.9859;0.2186;5.844;0.0;3.722;3.722;3.722;1.067;-6,78E-02;0.0001285;0.0;0.0;0.0146;6.356;6.356;6.356;1.826;0.0001159;0.0002198;0.0;0.0;0.02493;57.018;17.427;0.05511;-0.06749;26.23;0.5852;0.5242;0.5283;-3.088;-1.36;-1.467;0.001029;0.9749;2.2;0.4306;0.8017;0.00171;89.769;4.449;4.392;0.0005486;9,78E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\corneliu-baba\still-life.png;989;0.978;0.3825;0.4199;0.009111;0.3553;0.0;0.4256;0.4256;0.4256;0.1167;-7,41E-03;1,40E-02;0.0;0.0;0.001669;1.395;1.395;1.395;0.3825;2,43E-02;4,60E-02;0.0;0.0;0.005472;86.62;31.654;-0.009202;0.158;55.986;0.9647;0.9425;0.9328;-3.039;-1.334;-1.434;0.003918;0.8649;2.131;0.1026;0.5979;0.003706;54.621;3.473;2.739;0.0007492;9,98E-04;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\ding-yanyong\still-life-1972.png;895;1.266;0.4096;0.4661;0.01708;0.5998;0.0;0.4954;0.4954;0.4954;0.1358;-8,62E-03;1,64E-02;0.0;0.0;0.001943;1.494;1.494;1.494;0.4096;2.6e-05;4,93E-02;0.0;0.0;0.005858;82.867;56.778;-0.28;0.04684;56.221;0.8645;0.922;0.864;-3.08;-1.38;-1.461;0.003005;0.8829;2.265;0.097;0.5779;0.002822;64.71;4.312;3.614;0.0007252;1,70E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1889_185443.png;819;1.567;1.804;0.8722;0.1143;2.724;0.0;3.319;3.319;3.319;0.9567;-6,07E-02;0.0001151;0.0;0.0;0.01301;6.259;6.259;6.259;1.804;0.0001146;0.0002171;0.0;0.0;0.02454;60.838;30.971;0.084;-0.1301;39.321;0.6436;0.5974;0.5867;-2.986;-1.385;-1.439;0.002135;0.9768;2.0;0.3085;0.3785;0.00226;84.346;4.337;4.003;0.0006629;7,98E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1890_185452.png;887;1.292;1.573;0.8661;0.1102;3.019;0.0;2.556;2.556;2.556;0.7322;-4,65E-02;8,81E-02;0.0;0.0;0.01002;5.478;5.478;5.478;1.573;9,99E-02;0.0001893;0.0;0.0;0.02148;68.834;31.201;-0.156;0.001292;48.303;0.6263;0.6354;0.5899;-2.993;-1.314;-1.414;0.002397;0.9064;2.263;0.2213;0.3775;0.002103;77.507;4.338;4.182;0.0006479;7,50E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1893_185352.png;953;1.099;2.111;1.198;0.1911;5.36;0.0;7.05;7.05;7.05;2.023;-0.0001285;0.0002435;0.0;0.0;0.02765;7.342;7.342;7.342;2.111;0.000134;0.000254;0.0;0.0;0.02879;27.74;13.984;0.04309;-0.05507;15.66;0.5644;0.5499;0.4923;-2.986;-1.369;-1.457;0.002195;1.009;2.186;0.4282;0.7189;0.001909;95.106;4.221;4.269;0.000564;1,04E-02;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1893_185471.png;902;0.804;1.232;0.4349;0.03461;0.998;0.0;1.343;1.343;1.343;0.3863;-2,45E-02;4,65E-02;0.0;0.0;0.005266;4.282;4.282;4.282;1.232;7,82E-02;0.0001483;0.0;0.0;0.01679;84.324;49.61;-0.004975;-0.248;55.935;0.8865;0.8159;0.8111;-3.07;-1.372;-1.445;0.002547;0.8244;1.908;0.05292;0.3842;0.003468;54.797;3.903;2.871;0.0007381;4,00E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1894_185328.png;884;0.768;2.153;0.9969;0.04914;1.407;0.0;7.012;7.012;7.012;2.017;-0.0001281;0.0002427;0.0;0.0;0.0275;7.484;7.484;7.484;2.153;0.0001367;0.0002591;0.0;0.0;0.02935;30.38;49.496;0.1094;-0.222;39.336;0.7026;0.6871;0.6968;-3.057;-1.39;-1.464;0.001591;0.7881;2.12;0.1105;0.3879;0.003333;88.662;3.789;3.13;0.0007172;4,27E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1894_185384.png;865;0.73;2.157;1.0;0.09396;2.642;0.0;7.554;7.554;7.554;2.173;-0.000138;0.0002615;0.0;0.0;0.02963;7.5;7.5;7.5;2.157;0.000137;0.0002596;0.0;0.0;0.02941;33.029;11.151;-0.03151;-0.046;27.922;0.6284;0.6391;0.644;-3.062;-1.372;-1.48;0.003548;0.7902;2.052;0.237;0.382;0.002481;92.129;4.287;3.547;0.0006714;9,17E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1895_185454.png;871;1.348;1.833;0.9701;0.1155;3.308;0.0;3.734;3.734;3.734;1.072;-6,81E-02;0.000129;0.0;0.0;0.01464;6.374;6.374;6.374;1.833;0.0001164;0.0002206;0.0;0.0;0.025;61.045;8.544;0.032;0.0283;36.064;0.6247;0.6026;0.611;-3.092;-1.363;-1.474;0.00249;0.8617;2.106;0.2664;0.5752;0.002322;84.293;4.394;3.927;0.000633;1,02E-02;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1896_9223372032559841020.png;876;1.33;1.98;0.8832;0.129;3.676;0.0;4.524;4.524;4.524;1.301;-8,26E-02;0.0001566;0.0;0.0;0.01774;6.884;6.884;6.884;1.98;0.0001257;0.0002383;0.0;0.0;0.027;54.238;9.925;0.038;-0.03191;15.623;0.5895;0.6534;0.5702;-3.09;-1.346;-1.456;0.002156;0.8494;2.076;0.3741;0.6744;0.002147;87.696;4.323;4.004;0.0006261;1,14E-02;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1906_185468.png;832;1.506;1.689;0.7636;0.1162;2.89;0.0;2.801;2.801;2.801;0.8069;-5,12E-02;9,71E-02;0.0;0.0;0.01099;5.865;5.865;5.865;1.689;0.0001073;0.0002033;0.0;0.0;0.023;62.398;33.944;0.168;-0.0241;38.727;0.6816;0.622;0.6222;-3.053;-1.351;-1.47;0.002137;0.8864;2.177;0.2578;0.3671;0.002468;84.632;4.45;4.021;0.000669;7,92E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1907_185338.png;825;1.538;1.926;1.085;0.09887;2.667;0.0;4.4;4.4;4.4;1.263;-8,02E-02;0.000152;0.0;0.0;0.01725;6.698;6.698;6.698;1.926;0.0001223;0.0002318;0.0;0.0;0.02627;52.992;20.189;-0.05;-0.08769;20.756;0.6233;0.6957;0.5974;-3.043;-1.375;-1.46;0.002233;0.9361;2.041;0.304;0.6523;0.002267;83.861;4.108;3.819;0.0006529;8,11E-03;
C:\Users\sblee\OneDrive\Documenten\python\Aesthetics-Toolbox-main\Aesthetics-Toolbox-main\art\DRAM_processed\DRAM_processed\labels\expressionism\edvard-munch\1907_185382.png;821;1.558;0.3861;0.5971;0.02257;0.5774;0.0;0.5798;0.5798;0.5798;0.159;-1,01E-02;1,91E-02;0.0;0.0;0.002274;1.408;1.408;1.408;0.3861;2,45E-02;4,65E-02;0.0;0.0;0.005522;73.976;41.845;-0.196;-0.07321;48.019;0.9098;0.9099;0.9086;-3.167;-1.353;-1.448;0.003236;0.9206;2.045;0.1383;0.6245;0.003228;68.61;3.837;3.527;0.0007325;9,05E-04;
