img_file,Image size (pixels),Aspect ratio,RMS contrast,Luminance entropy,Complexity,Edge density,Color entropy,mean R channel,mean G channel,mean B channel (RGB),mean L channel,mean a channel,mean b channel (Lab),mean H channel,mean S channel,mean V channel,std R channel,std G channel,std B channel,std L channel,std a channel,std b channel (Lab),std H channel,std S channel,std V channel,Mirror symmetry,DCM distance,DCM x position,DCM y position,Balance,CNN symmetry left-right,CNN symmetry up-down,CNN symmetry left-right & up-down,Slope Redies,Slope Spehar,Slope Mather,Fourier sigma,2D Fractal dimension,3D Fractal dimension,Self-similarity (PHOG),Self-similarity (CNN),Anisotropy,Homogeneity,1st-order EOE,2nd-order EOE,Sparseness,Variability,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\00611562_39bc_4758_809c_ab4bcb3f1372.jpg,1024,1.0,23.825,7.24,6.079,80.131,5.956,124.154,96.919,70.055,42.376,7.784,19.294,0.06754,0.4451,0.4902,63.653,57.967,52.132,23.825,9.211,15.034,0.1336,0.2069,0.2479,15.635,2.104,-0.009766,0.003906,4.115,0.4974,0.3792,0.3565,-3.344,-1.76,-1.539,0.0481,1.231,2.381,0.6198,0.7364,0.000544,98.585,4.398,4.356,0.0002906,2.657e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\0064656a_503a_4051_ab0f_c202ed383332.png,1216,1.375,22.201,7.698,7.979,62.64,5.884,125.042,101.855,75.5,44.118,7.015,18.045,0.07534,0.5563,0.5104,56.667,54.389,76.434,22.201,8.171,23.844,0.1302,0.2522,0.245,37.684,4.374,-0.01847,0.01172,15.757,0.4046,0.4262,0.3811,-2.556,-1.255,-1.273,0.01047,1.528,2.518,0.7393,0.7946,0.00023,94.726,4.512,4.49,0.0001562,1.771e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\0066be6a_041d_45d3_a86e_88ab1b70000c.png,1024,1.0,19.268,7.525,14.659,119.4,6.678,95.833,147.532,124.521,56.934,-19.4255,6.609,0.4102,0.4723,0.5981,55.312,51.113,57.634,19.268,9.783,21.406,0.1264,0.227,0.1928,28.11,7.203,0.007812,-0.03516,6.394,0.5421,0.4887,0.497,-2.363,-1.155,-1.03,0.03197,1.65,2.657,0.7434,0.8231,0.0004085,97.773,4.412,4.49,0.0001605,1.844e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\006db79a_33a8_4657_a744_8cfe156f36e8.jpg,1280,1.0,28.648,7.861,9.834,124.182,6.767,130.794,90.587,67.932,41.241,15.557,16.857,0.9658,0.5562,0.5349,88.367,68.542,44.984,28.648,11.821,31.37,0.1719,0.2274,0.3315,35.208,15.653,-0.004687,0.07812,9.359,0.4463,0.4532,0.3721,-2.687,-1.492,-1.289,0.01852,1.368,2.566,0.4782,0.7615,0.0004892,94.106,4.503,4.492,0.0002922,2.8e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\0072cf72_483d_4f3b_9679_e03365124e35.png,1024,1.0,23.187,6.89,12.906,170.319,6.675,115.988,71.027,102.742,36.633,24.551,-8.524,0.9048,0.4838,0.5023,62.668,61.51,70.813,23.187,20.952,25.666,0.1208,0.1814,0.2778,66.964,4.895,-0.01172,-0.02148,6.401,0.5847,0.5484,0.5636,-3.341,-1.75,-1.526,0.1202,1.5,2.58,0.6115,0.8535,0.000749,93.718,3.524,4.146,0.0001713,1.947e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\0073d156_4ad8_4b88_8b31_d42efe3053c9.png,1024,1.0,25.927,7.808,10.237,115.591,6.326,129.205,121.608,119.675,50.461,2.985,2.247,0.03498,0.1783,0.52,62.632,65.14,65.183,25.927,2.981,7.713,0.1507,0.1535,0.2471,26.896,3.36,0.009766,-0.01367,5.179,0.3422,0.3577,0.3117,-2.767,-1.252,-1.319,0.009754,1.411,2.489,0.535,0.7807,0.0007776,99.106,4.29,4.372,0.00027,3.146e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\007580d6_3646_43cf_be4f_f8dbe5fff40c.jpg,1344,1.625,28.224,7.401,28.834,208.288,2.472,74.479,73.695,74.17,29.995,0.4264,-0.1694,0.9401,0.09423,0.2939,69.149,69.573,69.044,28.224,0.6849,0.7296,0.1444,0.2199,0.2718,56.091,6.365,-0.00601,0.03125,18.06,0.581,0.5727,0.5496,-1.922,-1.038,-0.931,0.001843,1.75,2.837,0.6987,0.8687,0.000308,96.514,4.422,4.522,0.0001358,9.309e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\00785a7f_cfb6_4665_9b81_56c67c796dd8.jpg,1024,1.0,20.99,7.513,4.934,73.513,6.151,136.845,140.712,151.559,58.238,2.973,-5.665,0.7822,0.3173,0.6652,56.628,55.139,59.911,20.99,5.412,19.833,0.3019,0.1883,0.2254,44.877,5.593,0.02539,-0.01172,4.407,0.411,0.3234,0.2854,-3.376,-1.669,-1.558,0.028,1.263,2.344,0.5852,0.7373,0.0007502,97.795,4.408,4.377,0.0004597,2.782e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\007d451a_e09d_40a5_a8b9_9d7f447226f3.jpg,1536,1.0,22.903,7.725,8.664,89.672,7.119,111.255,83.063,77.318,38.002,13.029,8.55,0.9684,0.4963,0.4834,67.406,56.558,59.133,22.903,15.27,22.069,0.2053,0.2401,0.2619,45.443,3.136,0.01042,0.01172,8.19,0.5108,0.311,0.3119,-2.548,-1.083,-1.245,0.0156,1.472,2.545,0.4221,0.7677,0.0004856,95.181,4.082,4.336,0.0002036,2.382e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\007dd67f_0479_466e_8bdb_a1fee5ef6677.jpg,1024,1.0,23.056,7.793,19.855,159.15,6.179,114.265,109.817,74.242,45.209,-3.41,20.233,0.1427,0.4535,0.4773,59.468,58.31,60.423,23.056,12.492,13.911,0.09862,0.2483,0.2327,47.263,1.172,0.0,-0.005859,5.536,0.5801,0.5482,0.5283,-2.338,-1.166,-1.054,0.03294,1.743,2.716,0.7948,0.8489,0.0003474,96.724,4.252,4.429,0.0001108,1.135e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\008967a2_d272_4664_974b_21f8837d2454.jpg,1152,1.25,19.918,7.554,3.955,64.454,5.613,131.199,118.666,101.377,50.976,7.495,10.155,0.7793,0.5847,0.6321,55.896,53.109,67.388,19.918,12.935,38.588,0.3907,0.1994,0.19,16.63,3.125,0.0,0.01562,9.712,0.3114,0.2626,0.1899,-3.192,-1.735,-1.552,0.0113,1.155,2.309,0.4883,0.6438,0.0007464,95.347,4.462,4.347,0.0005528,3.909e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\008aaaf0_f363_4af0_b0af_be6d47b580b3.jpg,1152,1.25,24.792,7.838,4.488,66.274,6.769,128.606,114.87,73.5,47.914,0.2337,23.349,0.1148,0.4628,0.5169,62.049,65.662,28.959,24.792,13.195,22.123,0.1279,0.1834,0.2359,30.425,12.582,-0.06094,0.01562,10.963,0.4517,0.437,0.4108,-3.212,-1.68,-1.541,0.004533,1.246,2.316,0.5997,0.7502,0.000503,96.941,4.472,4.383,0.000227,2.295e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\008b97c4_9841_48bc_8213_c04379c581dc.png,1216,0.7273,27.98,7.746,5.106,83.435,5.777,126.018,111.896,99.456,46.874,3.819,8.649,0.02883,0.2247,0.4994,74.873,69.367,60.046,27.98,6.336,11.448,0.152,0.2057,0.2939,41.297,13.64,-0.01953,-0.06534,15.574,0.2769,0.2418,0.2449,-3.134,-1.662,-1.505,0.002812,1.19,2.322,0.6021,0.6993,0.0006909,93.279,4.444,4.3,0.0003381,3.734e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\008bb7fd_6d95_44e1_b1ef_5aad1e917e9a.jpg,1024,1.0,29.87,7.851,10.49,137.813,7.167,116.363,104.23,90.801,44.35,3.518,11.081,0.1342,0.3951,0.5108,84.063,76.588,74.46,29.87,20.417,14.299,0.2305,0.2236,0.3262,36.847,14.197,0.009766,-0.07031,12.27,0.4409,0.4035,0.3915,-3.21,-1.68,-1.441,0.0373,1.31,2.444,0.7081,0.7783,0.0004618,96.656,4.415,4.436,0.0001866,1.974e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\00950695_bb98_4e39_aca5_3b64936c13ed.jpg,1536,2.0,18.704,7.603,7.797,66.363,4.532,109.415,113.986,113.0,46.938,-1.907,-0.1316,0.4178,0.06301,0.4501,47.379,46.748,44.491,18.704,1.439,2.042,0.1808,0.04847,0.1816,43.032,4.61,0.01855,0.01367,19.828,0.5685,0.5068,0.5025,-2.352,-1.139,-0.9692,0.01026,1.464,2.609,0.7029,0.7896,0.0003881,93.904,4.385,4.32,0.0001796,2.146e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\009e5225_5332_4d03_987c_2cb42a574a78.jpg,1280,0.6667,27.439,7.25,7.927,121.502,6.063,133.487,112.062,121.398,50.007,12.157,-1.777,0.732,0.4734,0.6105,70.893,78.882,52.162,27.439,18.026,31.123,0.2111,0.3257,0.229,16.128,6.955,-0.02148,-0.02734,16.26,0.3951,0.3155,0.3219,-2.804,-1.682,-1.344,0.008494,1.31,2.407,0.6119,0.751,0.0006305,95.547,4.416,4.437,0.0002531,3.18e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\00a01c0b_d2eb_4294_bfb7_034000057703.jpg,1024,1.0,27.246,7.93,12.877,163.549,5.865,127.139,116.806,72.352,48.095,-0.6603,22.268,0.1456,0.4547,0.5029,69.501,69.518,66.696,27.246,7.454,26.758,0.1219,0.3577,0.2751,33.831,9.06,-0.04492,0.005859,9.428,0.5429,0.5021,0.4631,-3.326,-1.819,-1.386,0.1298,1.448,2.504,0.6905,0.8013,0.0006487,96.879,3.836,4.234,0.0001733,1.787e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\00abf44c_b43a_49be_95d1_66a07976b9d0.jpg,1408,1.75,26.413,6.692,9.624,100.065,4.685,145.533,147.849,143.939,59.891,-1.288,1.786,0.3889,0.14,0.6034,66.588,66.755,63.626,26.413,5.456,4.878,0.1951,0.1617,0.257,19.251,4.439,-0.00558,-0.02148,15.247,0.4909,0.4556,0.4326,-2.636,-1.478,-1.212,0.002711,1.355,2.63,0.6134,0.8269,0.0003608,91.871,4.461,4.394,0.0002618,2.608e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\00c7c8e5_b2fb_44de_a439_af565d0de044.jpg,1024,1.0,13.855,6.944,9.612,76.527,4.517,119.367,89.423,55.551,39.985,8.053,23.782,0.08257,0.5461,0.4697,38.226,32.755,21.557,13.855,4.527,10.294,0.04992,0.1276,0.1475,9.726,5.975,-0.005859,0.0293,5.249,0.4814,0.4352,0.4099,-2.291,-1.187,-0.9591,0.08527,1.575,2.517,0.726,0.8033,0.0004819,99.463,4.282,4.492,0.0001668,2.073e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\00ea70b7_0822_4059_ade2_0f3282cc2b9c.jpg,1024,1.0,13.583,7.379,0.7144,15.004,4.894,86.376,99.112,101.019,40.635,-4.287,-2.811,0.5247,0.1583,0.3995,30.05,34.447,31.262,13.583,2.483,1.934,0.06039,0.04786,0.128,48.352,13.281,-0.03125,0.05859,8.155,0.6496,0.5156,0.4835,-3.027,-1.598,-1.455,0.001734,0.7697,2.01,0.5204,0.7235,0.001327,88.967,3.607,2.463,0.000686,6.249e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\012e183f_a13f_4d52_9e59_cff0e0239fe1.png,1280,1.5,18.174,6.846,7.667,37.463,6.241,98.824,93.994,81.762,39.387,0.4335,8.099,0.1772,0.2882,0.4036,35.52,45.465,45.004,18.174,6.018,5.327,0.1432,0.2163,0.1499,27.916,3.776,0.01302,-0.01367,14.345,0.3768,0.305,0.3078,-2.614,-1.033,-1.175,0.0981,1.234,2.62,0.5716,0.7072,0.0003678,97.026,4.489,4.218,0.000221,3.099e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\01336550_743b_40a0_ba9d_4d0d8a75cc1b.png,1024,1.0,19.582,7.273,9.837,97.583,6.659,122.255,81.726,91.301,39.196,18.706,2.044,0.9612,0.4358,0.4898,51.649,50.771,56.962,19.582,13.979,16.477,0.1033,0.1433,0.2121,64.266,6.262,-0.001953,-0.03125,5.277,0.4716,0.433,0.4468,-2.745,-1.362,-1.239,0.03189,1.531,2.54,0.7167,0.813,0.0004052,92.661,4.387,4.463,0.0001351,1.841e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\0137c8de_92a4_4b81_83ec_aa91bc52daf6.jpg,1024,1.0,33.435,7.605,16.947,207.618,2.125,120.231,119.16,119.453,48.324,0.4802,-0.02368,0.9631,0.05534,0.472,83.863,84.32,83.932,33.435,0.6212,1.135,0.09871,0.1622,0.329,34.589,5.441,0.02539,0.009766,6.652,0.6945,0.4498,0.4411,-3.101,-1.652,-1.318,0.07527,1.515,2.59,0.6395,0.776,0.0006366,98.358,4.56,4.468,0.0002209,1.502e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\013846a1_f342_43e0_ae34_e2f1c9075f60.jpg,1024,1.0,14.955,7.249,10.957,143.412,7.432,158.85,143.218,176.26,62.494,13.576,-13.8931,0.7371,0.3527,0.7504,54.922,43.982,41.825,14.955,22.147,16.577,0.1778,0.1631,0.1534,16.684,0.8735,-0.001953,0.003906,1.244,0.5906,0.5907,0.5906,-3.135,-1.73,-1.385,0.07321,1.567,2.544,0.8385,0.8444,0.0003032,99.388,4.539,4.544,0.0001151,9.11e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\0145319b_a5eb_4e30_a55b_9413915db272.jpg,1408,1.75,19.97,7.39,6.689,59.933,6.474,92.135,73.374,53.538,32.232,5.747,14.792,0.07417,0.4433,0.3747,52.73,50.627,33.766,19.97,12.676,13.611,0.1221,0.1933,0.2067,65.74,15.378,0.02009,0.07422,22.357,0.4292,0.3773,0.3345,-2.468,-1.178,-1.228,0.008461,1.386,2.413,0.6253,0.7688,0.0004989,83.559,4.157,4.375,0.0001489,2.761e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\0146bf08_3172_4c9e_8fd2_25c93b0ca045.jpg,1024,1.0,21.804,7.619,8.458,90.509,7.001,116.137,89.61,99.752,40.618,13.802,-0.9267,0.8836,0.3477,0.487,53.017,56.933,56.644,21.804,10.699,14.747,0.1562,0.1821,0.222,38.542,9.383,0.001953,-0.04688,10.568,0.5161,0.4907,0.4565,-2.866,-1.407,-1.318,0.02464,1.395,2.475,0.736,0.8114,0.0003709,92.642,4.494,4.489,0.0001325,1.604e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\0148c04d_a7da_4590_b1e1_5390bf45e097.jpg,1344,1.333,19.1,7.597,6.061,59.498,5.468,104.229,96.404,92.171,40.807,2.871,3.964,0.9699,0.2426,0.4248,44.24,46.811,52.0,19.1,3.607,8.142,0.2462,0.2018,0.1807,30.782,17.802,0.009115,0.08854,17.954,0.5261,0.3387,0.3308,-2.538,-1.302,-1.21,0.002913,1.339,2.485,0.5711,0.7811,0.0005109,91.225,4.438,4.415,0.0001997,2.058e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\0168cfcf_7a28_4716_a4cd_8dc9e109e767.jpg,1280,1.5,20.56,7.552,5.209,68.351,6.926,127.064,92.045,99.018,42.508,16.717,1.867,0.9332,0.399,0.5182,50.091,54.543,52.827,20.56,9.629,17.727,0.1252,0.154,0.2147,50.413,5.169,0.01693,0.01953,18.638,0.4581,0.4548,0.4309,-2.718,-1.456,-1.307,0.00352,1.299,2.405,0.6961,0.7945,0.0004112,87.102,4.424,4.464,0.0001522,2.038e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\0169ed10_db14_4441_8fbb_72ee25525622.jpg,1024,1.0,32.819,7.394,10.388,130.28,5.856,89.098,111.897,121.899,44.531,-3.121,-7.857,0.5592,0.4938,0.508,82.107,83.044,84.509,32.819,6.594,16.577,0.1967,0.3388,0.3295,33.165,18.948,-0.01367,0.09375,14.334,0.407,0.378,0.3247,-3.073,-1.518,-1.389,0.03842,1.402,2.484,0.5401,0.7315,0.0006271,95.649,4.084,4.279,0.000261,2.336e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\01835557_356a_4733_977d_f9bd56a9fa7c.jpg,1024,1.0,21.242,7.508,4.536,65.157,5.866,130.301,90.104,60.235,41.267,13.275,22.694,0.0504,0.5537,0.5122,59.373,52.488,29.961,21.242,9.984,17.149,0.0662,0.1452,0.2328,25.255,7.432,-0.03711,-0.001953,7.954,0.322,0.3038,0.3051,-3.346,-1.592,-1.603,0.01226,1.208,2.285,0.6012,0.7727,0.0004769,96.192,4.443,4.452,0.0004256,2.2e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\018757e6_cf64_471c_865c_3c0e35ad0aa8.png,1216,0.7273,18.848,6.21,3.468,50.288,4.739,104.082,117.823,102.381,51.683,-4.346,13.256,0.3097,0.6439,0.617,75.464,66.943,52.874,18.848,40.032,9.381,0.345,0.2818,0.1463,64.784,3.605,0.005859,0.01705,9.146,0.4437,0.3122,0.3184,-3.17,-1.688,-1.517,0.004375,0.9635,2.286,0.5016,0.6141,0.0006601,82.477,4.417,4.26,0.0006227,3.281e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\01880198_023d_496a_9e02_7f50df257099.jpg,1280,1.5,19.563,7.262,3.961,50.036,5.117,121.789,63.832,42.069,33.764,22.584,23.654,0.03119,0.6069,0.4815,66.357,46.761,19.007,19.563,15.715,19.756,0.08871,0.2023,0.2558,70.11,8.257,-0.03255,0.02539,18.52,0.4176,0.4505,0.3486,-2.928,-1.561,-1.472,0.002367,1.134,2.407,0.6956,0.7202,0.0005195,88.377,4.399,4.314,0.0002891,2.252e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\01a98aab_538a_4f1f_b4f9_d1602121e4bb.jpg,1024,1.0,27.439,7.894,8.707,99.943,6.158,110.025,134.562,129.105,53.098,-8.856,0.0827,0.4753,0.3427,0.5519,67.674,71.518,64.703,27.439,9.338,10.147,0.1148,0.2196,0.2655,30.28,9.119,0.007812,0.04492,7.387,0.4935,0.3467,0.2995,-2.567,-1.23,-1.232,0.008985,1.342,2.473,0.477,0.7462,0.001081,96.709,4.53,4.445,0.0005149,2.735e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\01ace69a_9b23_4c61_b87a_5d41a3190f9c.jpg,1216,0.7273,34.425,7.318,18.274,229.616,7.114,83.408,96.5,101.049,43.178,3.253,1.324,0.8054,0.7854,0.5864,74.593,103.811,83.849,34.425,45.432,35.031,0.3244,0.242,0.3713,40.424,13.726,0.007812,0.06818,9.007,0.6447,0.5004,0.5015,-2.48,-1.572,-1.291,0.04291,1.558,2.662,0.7003,0.8327,0.0004958,96.64,4.462,4.52,0.0001959,1.672e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\01b7dc9b_7eb2_436a_98d6_6ab4451d9e8c.jpg,1024,1.0,33.165,7.822,21.884,232.126,7.19,128.044,126.514,121.761,52.14,2.165,4.018,0.9848,0.3275,0.581,90.428,86.421,79.387,33.165,19.876,14.987,0.3578,0.2583,0.3469,25.538,3.149,-0.007812,-0.01367,2.392,0.4999,0.5222,0.4948,-2.581,-1.275,-1.215,0.01709,1.563,2.668,0.7807,0.8385,0.000381,99.0,4.517,4.533,0.0001245,1.453e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\01c756f7_31bd_4232_aedc_8b7cfeea80c5.jpg,1024,1.0,18.594,6.862,2.69,39.955,3.999,130.494,129.938,109.197,53.463,-2.103,9.626,0.8608,0.1333,0.5201,50.384,50.112,43.584,18.594,5.306,23.263,0.2821,0.2514,0.2004,55.978,14.084,-0.06641,-0.02344,7.581,0.1757,0.1767,0.1016,-3.122,-1.54,-1.486,0.01599,1.046,2.281,0.3807,0.58,0.0009864,83.416,4.419,4.246,0.0004415,3.548e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\01cd8bad_9c3f_406d_9bb6_11353b32e664.jpg,1216,0.7273,22.479,7.08,11.825,96.029,4.26,104.75,75.976,37.52,33.631,7.819,26.155,0.0903,0.6728,0.411,62.14,55.302,37.337,22.479,5.848,13.096,0.04394,0.1615,0.2434,57.674,2.529,-0.007812,-0.009943,12.763,0.4918,0.4001,0.4163,-2.347,-1.011,-1.07,0.01438,1.567,2.561,0.5689,0.8413,0.0007474,93.628,4.473,4.476,0.0003229,2.417e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_1\01d282a7_5954_40be_b6ff_23294ba76b27.png,1216,0.7273,29.224,7.587,11.027,93.701,4.434,105.42,84.523,63.763,35.71,5.907,14.938,0.07754,0.4913,0.4135,74.944,72.456,61.556,29.224,3.774,7.499,0.0255,0.1667,0.2939,58.089,24.021,0.0293,0.1165,12.481,0.6424,0.4155,0.3957,-2.507,-1.162,-1.058,0.01191,1.428,2.622,0.6443,0.7737,0.0005126,87.067,4.481,4.459,0.0001671,2.499e-05,
